customer_ID,predicted_pd,actual_default,risk_tier_quantile,risk_tier_business_rule,risk_tier_primary,primary_method
3da6b712988fcfcf1cb555e5e5120119a84604006689f937892005c266fd26e1,0.001162,0,Prime,Prime,Prime,business_rule
3da736ea67b1072e833f7d2455919105c6e98223024fe83b20c367a1985d505b,0.002099,0,Prime,Prime,Prime,business_rule
3da858ed6764cb9d9418696064fd1b686c33e1711d9f7f60a05500fddbe124cc,0.014031,0,Near-Prime,Prime,Prime,business_rule
3da890d430895064fae3aa69ed5f737280e28bfe11d59b194dd3baf3eab8d1ed,0.001224,0,Prime,Prime,Prime,business_rule
3da8bd3f86f8449819f322b28f4e016bc1c4499c31690dfe3a9f04fe8ff9584e,0.007317,0,Near-Prime,Prime,Prime,business_rule
3da91216abcc7747b4241753f759117e3e3597751500e36e9d9b7572f126eef7,0.696599,0,High Risk,High Risk,High Risk,business_rule
3da920eedb0711b0d3f243b1a6cd205d92e93799ca426f366ce77cb547c1a385,0.003532,0,Near-Prime,Prime,Prime,business_rule
3daaed7696e0bf1de05a06dd8598a9dc57b69c3045f2d9c6325c2b5d7d5220af,0.626328,1,High Risk,High Risk,High Risk,business_rule
3dab1657065b0fa60c3727cae78772957552a62c0c6d409a9d68ed484743e304,0.993974,1,High Risk,High Risk,High Risk,business_rule
3dab6352a0dbf6b02a1ebeb0e0f45df265a1ec28aa0ab4853d501b8bc675de6a,0.833071,0,High Risk,High Risk,High Risk,business_rule
3dabce36197a51c04f689db56c5390791195d6c3e4c15981ade52fdbd409f0db,0.014203,0,Near-Prime,Prime,Prime,business_rule
3dac0d8c96e07d031f250526880f308f9502acaf9b31fe6f859de47780c05ac5,0.439726,0,Subprime,High Risk,High Risk,business_rule
3dac4be3032e70cfd544a69326656a7013a5d259ea0b346bdf16e26803cc1ccb,0.000556,0,Prime,Prime,Prime,business_rule
3dac998fd99080cdb1c36497e6386e0e73ff855352f3e8aaf3241eb31f9a8087,0.000736,0,Prime,Prime,Prime,business_rule
3dadb8ec2ab4b8d3968e054631f6960e55edd2d2d5675ca8a454f8516c1e49d3,0.221473,0,Subprime,Subprime,Subprime,business_rule
3daf1f64428a15650ef4df1185fe45d1bc8d174067f154a3db30a014b6e0c847,0.036905,0,Subprime,Prime,Prime,business_rule
3daf87e5da89b5d1a7271f7dce03ee589d7154e22a9ff74fa8790e49693e2568,0.000713,0,Prime,Prime,Prime,business_rule
3dafa5a7a5822b04f3c2380ad144eb7c96048c90c106ead1775027d7c7e28f1f,0.854687,1,High Risk,High Risk,High Risk,business_rule
3db00f50163bcab4f9418948ddc9ffd934cbdc3c6f7a1626aaf9856fa0dd9243,0.99363,1,High Risk,High Risk,High Risk,business_rule
3db04d33c49c4ca550c08daf08b473b6fdd84ea7122a9ecf02cdf528f5d8bce6,0.000997,0,Prime,Prime,Prime,business_rule
3db18286c08d187419044082ef5414da63b1eeac29bf2bcea664930690951daf,0.007062,0,Near-Prime,Prime,Prime,business_rule
3db1bffa2b75c9d388af85075cf99304884747aef1a83c6d725c9853b029e3df,0.001287,0,Prime,Prime,Prime,business_rule
3db2053ee00fd87fbca95932c72322ac5fc062063db4152d9e91407ab9a00d60,0.002977,0,Prime,Prime,Prime,business_rule
3db2516c73f79e4513e0ceb98fd78fc800cf5b088cf6f1864d931092fb52a324,0.012634,0,Near-Prime,Prime,Prime,business_rule
3db263d30c375d8e048d80cf5cda23759ca009328605b81535924275bfd9a7f4,0.9852,1,High Risk,High Risk,High Risk,business_rule
3db3161fbf9c93e4ec7f41ee85230aa859808402bc23ed692d2eed1c8a051292,0.001532,0,Prime,Prime,Prime,business_rule
3db31651e0e76b1275c0cadc45a8bff77ff72b14d3954e57456e183fa738bfb4,0.031292,0,Subprime,Prime,Prime,business_rule
3db3ae4ad9d511403778db7c19b490d40c0636a9a6003f73f231139c7f4718ab,0.014293,0,Near-Prime,Prime,Prime,business_rule
3db49cc220b495d34d569f6463af542ffca898138f15ad9f333508b0c644bcbd,0.002008,0,Prime,Prime,Prime,business_rule
3db4cb6c63f618f4e66752df6843c63a6c4f4461db29f300a4cfbf8a00c86ad5,0.005078,0,Near-Prime,Prime,Prime,business_rule
3db5530274dfc91e3a02dedf812d5b2a8e8209d3d204f946abfcffcb910ed3cb,0.279367,0,Subprime,Subprime,Subprime,business_rule
3db5e1c62ad33185f463bda5574451600049cb60402cd558dc0483af93e6dbfe,0.996202,1,High Risk,High Risk,High Risk,business_rule
3db610340fd81c0568b90c8f1e2e860e38e25cf2642e12363df8aa16eb85763e,0.026045,0,Near-Prime,Prime,Prime,business_rule
3db7e9c2e9435a016c433c1dea80ce63e827929335741c97574c119570a4d916,0.002069,0,Prime,Prime,Prime,business_rule
3db7fab9d9df96b6b33ea50cc33878b2a280a7c98bc5642be5cc004d464ce7d3,0.016251,0,Near-Prime,Prime,Prime,business_rule
3db92a5dc106a0d9531f3558835cd303c1199f0bc08d4f8171769c04f4ee021b,0.003311,0,Near-Prime,Prime,Prime,business_rule
3db93dd0ebadd4608cfeb0bad27fc9ab01222e0dd8cab1ac59674f04047f2c94,0.002445,0,Prime,Prime,Prime,business_rule
3db972a53253fc46e31f651ab1f395ee0597e9549b2cac6d2eb5d642c2faeb2e,0.063094,0,Subprime,Near-Prime,Near-Prime,business_rule
3dba474e9f0ecd29e6c5c7838a0d62d2d404744b334f7c06db245500dc949fce,0.080515,0,Subprime,Near-Prime,Near-Prime,business_rule
3dba7ce6ca4ad971fc11b20ee506ba08f7968d4934b64a4b940aaaee19f8d945,0.942484,1,High Risk,High Risk,High Risk,business_rule
3dba8f58f2a77218f939753077cd0bdcd8fe9ca29bff39fc30d6620b9e61eb3c,0.002793,0,Prime,Prime,Prime,business_rule
3dbbee9ac31cb7dfb423409749362c42fa1c4af10bb95e3c21890828765349bf,0.012424,0,Near-Prime,Prime,Prime,business_rule
3dbe1415d3050b4cc7817812be126ca0325c5a32c06e8a86b441d66b5e3beb78,0.033971,0,Subprime,Prime,Prime,business_rule
3dbe373c159aa84e86d2d92523282cecbe5e7271eb2ffa3c8294846bad7413f3,0.994293,1,High Risk,High Risk,High Risk,business_rule
3dbe3a18b35f2fa9fd07926eb62cc76ce5b96096d9ac5318dc5fbe7c58e37360,0.533554,1,High Risk,High Risk,High Risk,business_rule
3dbe9452398e22dbdb13475843c530d0d3b58b7342a3871c61a6905da499369a,0.001803,0,Prime,Prime,Prime,business_rule
3dc031fbe299c6c96e17abcae3c90312dc36b18ace901f572cf694bb98eeb1b5,0.001548,0,Prime,Prime,Prime,business_rule
3dc24043055375bbdaf9612ac2ca0bffbd464ad0d826a4fe26990f797fc4f1a2,0.900108,1,High Risk,High Risk,High Risk,business_rule
3dc47467f154dce1a24eca1e56ae677cf158bf7f4f560c95f25ab28e0f676f44,0.734713,1,High Risk,High Risk,High Risk,business_rule
3dc5aaf4fc69095cede50f1570b814b720cdc350db86ab1de07d6b6a7b2f4357,0.001139,0,Prime,Prime,Prime,business_rule
3dc61c9df31dead32cf7f10aa5b80b6ee09b0735cfdb638a91d94f03ea479992,0.001119,0,Prime,Prime,Prime,business_rule
3dc6c3c96e1e25cba7b6fdf447306dbd364396162b8256205527bf89719b8038,0.001884,0,Prime,Prime,Prime,business_rule
3dc939973dd85ca7c4c66de8fcb2ad57791d49126d7aaee234179b46af34bbe2,0.975339,1,High Risk,High Risk,High Risk,business_rule
3dc9424ad760422b97fa1e16ecc121b4cc8f20810b958cf22692bc971516b3d0,0.051817,0,Subprime,Near-Prime,Near-Prime,business_rule
3dc9c3389f392671fa1b3a6954014cee4da6d3678d689c668dd84af7adbca79b,0.016698,1,Near-Prime,Prime,Prime,business_rule
3dca34c8346e85ec29ff6ed2c36cc92cb3d9604a59997d68fd51f4b97da98ec6,0.000646,0,Prime,Prime,Prime,business_rule
3dcaf6c53b6176c925ec3b73aff503360e31794f8bac18296e94fbed78def9b4,0.009239,0,Near-Prime,Prime,Prime,business_rule
3dcc3082aae3278070413760ebf4d0e3466d0d0fc91fec17780051bc550b1af6,0.00235,0,Prime,Prime,Prime,business_rule
3dcccf4b49273424a682c63cafde8aece0bdb07d9295265fdb626c737ed7b575,0.014605,0,Near-Prime,Prime,Prime,business_rule
3dcdbd19448407cc934dd13e25ffc5e3b9f231f7f2b8c063144deb1d22229bbb,0.001404,0,Prime,Prime,Prime,business_rule
3dce34d7513db3761a807f4b8884c5e85241685e109c2acbee6c9dc4e3633a51,0.688052,1,High Risk,High Risk,High Risk,business_rule
3dce6b660c0e7ac23dd6b74d6b69624aa314e969035c796f795f5f622b4511b6,0.000794,0,Prime,Prime,Prime,business_rule
3dcf1b986b3ae14ae52e1451446762ab4d9955b74b57c4ebbb3563498667de49,0.001675,0,Prime,Prime,Prime,business_rule
3dcf1fd42808ae40a4e8b7684872bceb3f16cb312ee730271bd4db9a6d93210b,0.039864,0,Subprime,Prime,Prime,business_rule
3dcfc4bff652cf49eaf3406a7feba4c954b679fe73355cabfe4720409990b46c,0.297312,0,Subprime,Subprime,Subprime,business_rule
3dd0d069bfb0ee004812766c8e8058e2bbf5eb6fb5993f892baadec76f2dd360,0.008281,0,Near-Prime,Prime,Prime,business_rule
3dd365e79094ddb4ba499bc9ce74144ec12c18824d5efdd1fa1063dd4ee418c1,0.019221,0,Near-Prime,Prime,Prime,business_rule
3dd5e94f2faaec54d57b825070738d841f4502d33f2bd0a91d9dc1116cd7fb4b,0.804247,1,High Risk,High Risk,High Risk,business_rule
3dd63281301dd4ae0dbc39d2928730b93b40a9e422d430a4a65dc347f4097f1c,0.005998,0,Near-Prime,Prime,Prime,business_rule
3dd9635252826f71bc5b4eb9eb83bf8583bc8ba864627f8f9d74678937002d30,0.538363,0,High Risk,High Risk,High Risk,business_rule
3ddb0db4bebdc540d5bc2f942b18f60d421bc773cd2dfe10afd80fa8b677c880,0.735997,1,High Risk,High Risk,High Risk,business_rule
3ddb513f9ff4a2f0f1b22ecb9a5571bea48ba267b51fb224d9cde6084aced67f,0.77097,1,High Risk,High Risk,High Risk,business_rule
3ddd799b273a8c8cedbcd1d762257fd2fa419c4410746ac2f35a57f3bc02f949,0.963124,1,High Risk,High Risk,High Risk,business_rule
3dddf2c9649dc7a32c88483a03273ee9302abfffcdec69b1ebe82b90804f9cd8,0.002358,0,Prime,Prime,Prime,business_rule
3ddebb2956024b0ab3b46476796d57b02ba5a6364c5fdd17464865a5734b7b10,0.00239,0,Prime,Prime,Prime,business_rule
3ddf0b6cb9397c7c242feb8a788d19d8ce56815c2c52598e89787a2f42ac593d,0.003013,0,Prime,Prime,Prime,business_rule
3ddfe10308c93fb834c9d52e77018a8ac6484f083c37b1b512f7b96fa37eb200,0.979878,1,High Risk,High Risk,High Risk,business_rule
3de148765d4c17d7f32dc57513744d026fccfb680f3b4cba9b0ebc91eaf32c41,0.003662,0,Near-Prime,Prime,Prime,business_rule
3de2a00c2e343d5234044b9428e7d65a763fd594eb7fcb5e007e2713ec3d958a,0.28374,0,Subprime,Subprime,Subprime,business_rule
3de2e439e95f79c3107b5b3537ac79e587972fdb258badbe727e375726afb439,0.007727,0,Near-Prime,Prime,Prime,business_rule
3de39cbf5b63c259ed9b6a42cbe89f7305064c22c63518e42bb1751e54a32636,0.003707,0,Near-Prime,Prime,Prime,business_rule
3de4ae548e6223d0b1bcf516e9c85e058d6f56caac20ae4f49b9ff958d1835ba,0.052944,0,Subprime,Near-Prime,Near-Prime,business_rule
3de68ba5ce4df63cb6473869700e03f37e4fc6b8826b9aa78a84e99a368f7250,0.005019,0,Near-Prime,Prime,Prime,business_rule
3de6923c48716f4414cd6d93cc9206b005d3b0a9ebb72bd6094a328063a30b89,0.919753,1,High Risk,High Risk,High Risk,business_rule
3de6ac1e33a680426339182b865d60bf6ff62b102630d1c5786e0df2201ca63d,0.921722,1,High Risk,High Risk,High Risk,business_rule
3de71d73120ba65e62f9c78436d0cd957a05c3d74fa5594248177e9cc3460e74,0.002833,0,Prime,Prime,Prime,business_rule
3de7d2a893d8603708c73ae1d6d21a3d47d09a1aa847ead532c93057465a9af5,0.000975,0,Prime,Prime,Prime,business_rule
3de7ef8e1b899144a5788dea032bb80feb5264b1553d0eeb7cfead7a2d686f48,0.254894,0,Subprime,Subprime,Subprime,business_rule
3de834aa1392730c57945cfac465daa2237a1d2fb57a767a9d8457632009c8e5,0.004629,0,Near-Prime,Prime,Prime,business_rule
3de87b26699f218d3586348614d0fcbb182f3a4259507a2ffcc6c1184dcd42fb,0.855984,1,High Risk,High Risk,High Risk,business_rule
3de896c3478d9a4777130d3bc9c3d056ae9c5049c08634cc5b4f095242c11abf,0.774696,1,High Risk,High Risk,High Risk,business_rule
3de927fb3796b451ed759bcc3666f3f6c903c663d71507990d068c6f03c40824,0.010832,0,Near-Prime,Prime,Prime,business_rule
3de97bcc20c9d31f4a652fe362b2595c02a2343ddb9e522e5fea0aefa31e5528,0.005785,0,Near-Prime,Prime,Prime,business_rule
3dea39fdb30099d0c36dc1cf6297d3f83e2bac0dd595fa903b7d734dbaa825f6,0.006153,0,Near-Prime,Prime,Prime,business_rule
3dea9bb18c04e0dd9925506267eeb2eaf7249b59a8b6ff719b14b540fd734b30,0.007989,0,Near-Prime,Prime,Prime,business_rule
3deb994ed28f853ef746f47e1f33de8cf8bd1a6bb915726aed151c72caa002c7,0.629923,1,High Risk,High Risk,High Risk,business_rule
3deba1f1a75abdf8cd2d6f8885da812e41b76eab7b172f6aeb75f484b6e09344,0.049721,0,Subprime,Prime,Prime,business_rule
3dec4372cfff9e65d1301dfe6d795a9f50d996ad3cdab39f1f8852380dc2b672,0.004967,0,Near-Prime,Prime,Prime,business_rule
3dec49ffe84db9c0a6971873d0e11ae916570f80df44c0f5b9123eb51df8d9cc,0.004198,0,Near-Prime,Prime,Prime,business_rule
3dec98cb0cf799d21dc31c49ae90f3eb78a4bde11ca48bc9a4b9bccbe8335223,0.001474,0,Prime,Prime,Prime,business_rule
3dece7920b2db7fa9895479fd3dd658018b828736587511d55f1ede6df3f4c65,0.772035,0,High Risk,High Risk,High Risk,business_rule
3ded2665f9e2ff0119471dbfc33e0bc6512a455101d495f195e7bfc42d5db620,0.001424,0,Prime,Prime,Prime,business_rule
3ded4c5924aa6eca339c5001e576c30dd1f349b327635830e2ac29932d19ef90,0.001027,0,Prime,Prime,Prime,business_rule
3dee80ab7037a907225d6d8e14129099f7eecae3c32f8326ca755245231561ff,0.006376,0,Near-Prime,Prime,Prime,business_rule
3def12babe4b58d66f393bcdccbdd420b9953d7f0f9ef8a4cd2d7c9f5a35bcfa,0.001442,0,Prime,Prime,Prime,business_rule
3def7958923489b5f4ee04be86a10b5dfded6f10eba0d4c8cce0c4361b694135,0.038854,0,Subprime,Prime,Prime,business_rule
3df015ffda8ad0b2b72206320cbba0268d07553d5a2b2e318814a2a6f4dd39b8,0.025687,0,Near-Prime,Prime,Prime,business_rule
3df067a57f994ed3c09d0c2841c103d3f633c76a257f5dde56cdd42ad6298f07,0.179878,1,Subprime,Subprime,Subprime,business_rule
3df082abfcee9e407987ff2e18ac48fbc330a3985de573de038cb921e66e5563,0.001207,0,Prime,Prime,Prime,business_rule
3df10615b51aed4b151131c9fc8848e7b030b1c7c390890ac696a56535463d83,0.001682,0,Prime,Prime,Prime,business_rule
3df1b6044c7a34d6fe7376d63e30f39a7c3fe6e218891b4ea42e95ed8f8d3408,0.017081,0,Near-Prime,Prime,Prime,business_rule
3df290d551128ff29645d0cde116caba2ea5e5dce1677804209c2d352f87cd55,0.641703,0,High Risk,High Risk,High Risk,business_rule
3df3530fabeed3329e61dfba06896a355558b8ce23f79b5f18b198fedb18319a,0.211029,0,Subprime,Subprime,Subprime,business_rule
3df3f4f6101079a76d7d41e7a65811df44c16a332833f8523f2b568b14880828,0.046046,0,Subprime,Prime,Prime,business_rule
3df51a4e7ed631ee6fae3e6d422413fb64682508b4d88905290395d8c08f67e3,0.995301,1,High Risk,High Risk,High Risk,business_rule
3df5aee8b3ac146e9b7cd474464cf42a3fb3216a332bde780297426b0787e669,0.009971,0,Near-Prime,Prime,Prime,business_rule
3df5ba91f96b475b3fcc3db77c95387189f43c3a71170ed9712fd567563b5cdf,0.096588,0,Subprime,Near-Prime,Near-Prime,business_rule
3df61a006e7676a267fd3c5a71a8150e31c4dd0414900dba5bc5ca198098cbfb,0.447753,1,Subprime,High Risk,High Risk,business_rule
3df71e480a82c40f284cf02fdd5a8d5133fb74faffee1f97ede6ab65b26fc0a3,0.978475,1,High Risk,High Risk,High Risk,business_rule
3df81fe0b35e2104fe2e7ba8da39866fbfb9d9fa060ee4059038bbcc4680e1b2,0.055674,0,Subprime,Near-Prime,Near-Prime,business_rule
3df8f6806450afb37bec1c305bdc7e1f7e7d6dab7564e105d34982dc489ef35e,0.829787,1,High Risk,High Risk,High Risk,business_rule
3df9913833fdabd60f7f235eb24aa811d8d2832ca4c9d2732258766463e1c97e,0.005975,0,Near-Prime,Prime,Prime,business_rule
3dfa79ecd1e295b400c90608591d38d66cda150fe099762e10ae456430cab71f,0.574473,1,High Risk,High Risk,High Risk,business_rule
3dfb34aeee1368555046890bf6b5f90264e3c4430374075851128f7ff6e56920,0.000457,0,Prime,Prime,Prime,business_rule
3dfb568f50eef774a1e054efb2bb4b59f55ddb80bbd6a789c2b7cce37850a18f,0.001717,0,Prime,Prime,Prime,business_rule
3dfca8a614be4c8bb675fdd0d0d4d6999740753b889348e0df609ae8210cfa18,0.001136,0,Prime,Prime,Prime,business_rule
3dfcc3834b46788a011789f9cbf64743b973795c3965278335b0626bb2de89b0,0.001146,0,Prime,Prime,Prime,business_rule
3dfde1c6607ad804e93621d6fab46e5af71b36f3d80180590e5ec132c45edc1d,0.263164,0,Subprime,Subprime,Subprime,business_rule
3dfe2f9677d325a4629e74ca717987e4302049a7fb202f1524f9d80e3883be49,0.360924,0,Subprime,High Risk,High Risk,business_rule
3dfe4f6a076ac180160ef19cf6350a5b6d30e0fc13fc1a07a91c36397c998452,0.358042,0,Subprime,High Risk,High Risk,business_rule
3dfebde367cfd48d0ac0b4f4dc0add2a37c6affe052f183692a32455453e4f48,0.574975,0,High Risk,High Risk,High Risk,business_rule
3dfeed1fc7a34f0a0cf6d9dc262061370929e898325bd20644702f857b96e519,0.004326,0,Near-Prime,Prime,Prime,business_rule
3dff73aa8578726b2d83fa04ff54370b059e64dc449c3631c856509dd968d8a6,0.456372,0,Subprime,High Risk,High Risk,business_rule
3dfff53938b92805969cc93160ca942518b412e34c9cc5547d42b9ea28b80ae5,0.1076,0,Subprime,Near-Prime,Near-Prime,business_rule
3e01bf599d7bef47d115fe45109c9434df7d6ac64e357d6aef98eb6ee1d15f41,0.047142,0,Subprime,Prime,Prime,business_rule
3e01d732bd1337d80d5d4b46f25312fd7359a175cf9f932ce796549eb7670c52,0.002567,0,Prime,Prime,Prime,business_rule
3e02f3c7ad09ec4116e4cfdb7320cc88e19465549440039c70a2c1629d047932,0.185721,1,Subprime,Subprime,Subprime,business_rule
3e0330342d2fbdf613928893e0f72f1ca973b52c835d060766396c93ce5af856,0.928422,1,High Risk,High Risk,High Risk,business_rule
3e0587f265c94f29593a1076ac8b91ec383b139460be9df8658c097d2e704bed,0.004312,0,Near-Prime,Prime,Prime,business_rule
3e069dcd8a0f8cb692a3e83d51887a5ea25b0def45a3b351729afdc787011914,0.001153,0,Prime,Prime,Prime,business_rule
3e0732228c2c6a515b97e777f6d7af6846a6ebf602de4a69477e9e12df2cacdf,0.209,0,Subprime,Subprime,Subprime,business_rule
3e07ea696f25fd848539237015ca4c64134399a29bf63571ae4f603db9873962,0.462172,0,Subprime,High Risk,High Risk,business_rule
3e07ebf98873b39568c7ae19ae4d7d08ac5fa1dec61a8434779f54c8f883a6fa,0.75677,1,High Risk,High Risk,High Risk,business_rule
3e086c17db9ec8b86dd6830a913fd71db6c0123c1a88c894eaaf86838157f6e7,0.001685,0,Prime,Prime,Prime,business_rule
3e0b63211109739b0bdb0f1147b169af89ed247994b22e99f025175dfab1ff24,0.001964,0,Prime,Prime,Prime,business_rule
3e0ed68effcd9647fa07f7e18f32ebef394f01294b83f6ffd6cc0b198ca6783e,0.447528,0,Subprime,High Risk,High Risk,business_rule
3e0f43b97a62cb707ecc1b429c58f5e6347c962996095c4d02459804d671367f,0.450934,0,Subprime,High Risk,High Risk,business_rule
3e0f9420e5e7d08964540608bdcade097d015d17a292fc163e6e85eb8fae30fe,0.046283,0,Subprime,Prime,Prime,business_rule
3e10ce53b5f9f7f91541d2d511a0d0f2fb72f2bd115657c6b2f8cfaa280d14e6,0.690903,1,High Risk,High Risk,High Risk,business_rule
3e11afd1d23ae812bbcf9343adaa5d909b5a6f56f38fe03e21fe96d8fbaf65f6,0.12582,1,Subprime,Near-Prime,Near-Prime,business_rule
3e1262c5160b8290864b411b2fb9df249f63a0781b8cd62d856ed654d2603a6d,0.994435,1,High Risk,High Risk,High Risk,business_rule
3e12982017b06fe9564be70e62262728bfe53f88b3792b0f6904669fbd978fbd,0.001956,0,Prime,Prime,Prime,business_rule
3e12c7ecd4c17400101221f67ec981ecf35f9469df600cd8769a37181efd5b0b,0.502019,0,Subprime,High Risk,High Risk,business_rule
3e12e2e5b4cba03238c5cdd1b40282ea7242fc334d1b0698815182884f54f91f,0.908101,1,High Risk,High Risk,High Risk,business_rule
3e12fe2c29bd3f930dc50b2d7ddb711aad0c66e26ffda8d7e8237b4b08bee984,0.004911,0,Near-Prime,Prime,Prime,business_rule
3e1349fcdef224b2263831e7fc0f299cd053ff5f9e0ae720c3f4ae217bd00ef2,0.010184,0,Near-Prime,Prime,Prime,business_rule
3e138f4d3519b2ae304a73e50e8a6950e3b27721d1ead461773998d2a085604d,0.113595,1,Subprime,Near-Prime,Near-Prime,business_rule
3e1511f3f12a5e698fa2a808a29372508f4fcb61bfd1624843355553ac2a68a1,0.00137,0,Prime,Prime,Prime,business_rule
3e156aa3b28db880b78676dde6bd83c240fe36749aecc51c2a41dcafca9eaf07,0.085698,0,Subprime,Near-Prime,Near-Prime,business_rule
3e15c0e6a360c90adba58d301d347fa698b0fc7c1fba3e15316c8c4412bee600,0.061151,0,Subprime,Near-Prime,Near-Prime,business_rule
3e164e6d06712f352aceccc7808114705cf928ca12b616f16b1a41bcb02b3945,0.36053,0,Subprime,High Risk,High Risk,business_rule
3e16e58cb9a7924e7b8b1c3f533e13e7d6dc624114d58027ce3e029d29985469,0.001687,0,Prime,Prime,Prime,business_rule
3e182903f46f8e886a5e5e5da8a78d04095afa2f868e24913a6c4d69b8dfffb0,0.570151,1,High Risk,High Risk,High Risk,business_rule
3e1840a4b4a792535944b7ce2a8bbf199049d9ba843f78884d8eee7fdaf6513f,0.001036,0,Prime,Prime,Prime,business_rule
3e1a0a1009b85b2a4748f1c2b424a2e8033e9bf08b3c66160a87574b6681f440,0.038563,0,Subprime,Prime,Prime,business_rule
3e1ad0a710a0500ae851f35d6bc16a974ebdd23b0752b410825cbd4ed35c007c,0.005238,0,Near-Prime,Prime,Prime,business_rule
3e1e3c466f39770ed12c2831f9ed2e08863c1d39441da2e498cc44694ceb43cd,0.688694,1,High Risk,High Risk,High Risk,business_rule
3e1ee7bef5935f11fa8e43983daaac51dcc4678cb7f8e71252d447012b4a350f,0.004214,0,Near-Prime,Prime,Prime,business_rule
3e1fab12d960a4edca61d533b23c7739938e63c75094a5a51f54753f1c755b5f,0.907127,1,High Risk,High Risk,High Risk,business_rule
3e200c4edbc3bd3b3bd604fee7c1f726eea8f05950dc53c5d7a4a7b10b42c3d3,0.002873,0,Prime,Prime,Prime,business_rule
3e207265052298dcf081d7971617f4af409333b57a9255161b9300916d4b6e6b,0.408139,1,Subprime,High Risk,High Risk,business_rule
3e20ff21cadbe31ec9c0240ad28a99e916b1a90fa670ec4a84e5debc9b8359f8,0.968253,1,High Risk,High Risk,High Risk,business_rule
3e22ba5a8e7df589bb411b0621825d262d65ab29e9c426bcc11850271cd58cc2,0.749633,1,High Risk,High Risk,High Risk,business_rule
3e237522c2aafa60d9ddc773f0d31663495907c5195821c99b91fce667d625ab,0.755177,1,High Risk,High Risk,High Risk,business_rule
3e242eabe924580d156fb16dc622979c2e2519a7b5b47642256ab2313c54bdec,0.483232,0,Subprime,High Risk,High Risk,business_rule
3e2623061afea8e347e6963744fcebe3358b6491ab61305d7e8170a3c42ebcfb,0.006639,0,Near-Prime,Prime,Prime,business_rule
3e2648f192c9c1efe5500b0502b6074e924817dfe3572f3bc215f64cf9e01043,0.034818,0,Subprime,Prime,Prime,business_rule
3e268cfbe8af3d41c0c75000e8a7175cb950cbf2344f3295381b93197e45b3a1,0.004706,0,Near-Prime,Prime,Prime,business_rule
3e273a3131ac22408f4327bffc64be2ef152c8124c2c86bdd2c7caba26d3c23a,0.001316,0,Prime,Prime,Prime,business_rule
3e27989a2cdd30aa9276daf52d34c4362423d6a3296877594d499a9d9cdde926,0.840729,1,High Risk,High Risk,High Risk,business_rule
3e27ca8abccc3f8f42108bcb165572dc720a30db9e32b4b62ea803d4aeccc080,0.140704,0,Subprime,Near-Prime,Near-Prime,business_rule
3e27e727c26e80aa7d9b2eca77eb19fb6a83a55d1d7efd6daf7cec870063e5b0,0.517128,1,Subprime,High Risk,High Risk,business_rule
3e294da313fef6a367d21265032ac4148c1f69c41d7fd8fcbbc2a39b194049f3,0.003568,0,Near-Prime,Prime,Prime,business_rule
3e2a88a26ce3142dc0b31c375cbeea0080123549c5bbfcf19e94dd277f3d5c28,0.002081,0,Prime,Prime,Prime,business_rule
3e2b5907e62ca1f8ae78c514589046d6a676f8e7793cdf9debeb7e4f46a689a7,0.562936,1,High Risk,High Risk,High Risk,business_rule
3e2b6c9977063cb3de7d97c5d1f5b43d967cd051d3bb2441ccdb3dbb90c50fe0,0.52837,1,High Risk,High Risk,High Risk,business_rule
3e2bdbb086a201722a83b31e87cec2fec168fd514d7464c262d65825fd3325a3,0.979466,1,High Risk,High Risk,High Risk,business_rule
3e2d83820bceeea5cd6fe6fd332390a9b34b4a6eed3abda3a005a0910ed74002,0.573136,1,High Risk,High Risk,High Risk,business_rule
3e2e1d25cba13a87a1db9279b3d5d011c560cec24e27339044a800ea8f98a470,0.158314,0,Subprime,Subprime,Subprime,business_rule
3e30d8a9ff7603f4666d32c14c1a43076ab0d41e185261d830cd11b3e394fd04,0.864717,1,High Risk,High Risk,High Risk,business_rule
3e31d27c74db61dcfd6cca2993442a4c1c603e1b5e02e6ab96b8cbf4fc2ccd5d,0.366752,1,Subprime,High Risk,High Risk,business_rule
3e322255e162f551dafdf6a4eda3eb05dddb7c714d3635536c2a44538c2aad4d,0.002259,0,Prime,Prime,Prime,business_rule
3e32e9de9126abdef50a3372826d855663aff2dfe12920ba2f43629216ab417b,0.004048,0,Near-Prime,Prime,Prime,business_rule
3e337d3a3083372c8278138acfecab07921ea1f47a91b42bde340878a9d2c78d,0.010437,0,Near-Prime,Prime,Prime,business_rule
3e33a37b78f611f8687aff347e0c54a988c89dbfb4c8c913462e1e290a348d49,0.004169,0,Near-Prime,Prime,Prime,business_rule
3e33e0e1517dba618a3ae1fe6be40c4e6b479cd6a39359bb6c4d5baa2d31e97f,0.000524,0,Prime,Prime,Prime,business_rule
3e3466ab49151cc7862d3248965caa79a6146184c465425fd3b799433af745c8,0.048511,0,Subprime,Prime,Prime,business_rule
3e350c1c275555721a6f88a8f0b74228b85d0be36255199766894b77b61bb97d,0.91488,1,High Risk,High Risk,High Risk,business_rule
3e355d9ee32c7053a7f9df6bc3b861184bc7fbcb1f0ea00862b3dc63374fd612,0.003591,0,Near-Prime,Prime,Prime,business_rule
3e377aa771e6daf30e71bb24782e1de134bf057e1f0640bc988aadb946992d13,0.998736,1,High Risk,High Risk,High Risk,business_rule
